"Symbol","Sector","Year","Eps","PE","Asst/Shr","Profit","Divid%","Div.Yield"
"SONALIPAPR","PaperPrint","2015","1.61","15.56","568.4","20.08","",""
"SONARBAINS","Insurance","2022","2.03","23.47","21.93","81.22","10","2.1"
"SONARBAINS","Insurance","2021","2.05","36.07","21.1","82.25","15","2.02"
"SONARBAINS","Insurance","2020","2.09","29.95","19.62","83.55","15","2.4"
"SONARBAINS","Insurance","2019","1.99","","18.56","79.72","10","2.79"
"SONARBAINS","Insurance","2019","1.99","18.03","18.56","79.72","10","2.79"
"SONARBAINS","Insurance","2018","1.92","","18.08","72.65","6","4"
"SONARBAINS","Insurance","2018","1.92","7.8","18.08","72.65","6","4"
"SONARBAINS","Insurance","2017","1.66","","19.62","56.97","",""
"SONARBAINS","Insurance","2017","1.66","11.09","19.62","56.97","",""
"SONARBAINS","Insurance","2016","1.77","","19.27","55.15","",""
"SONARBAINS","Insurance","2016","1.77","9.6","19.27","55.15","",""
"SONARBAINS","Insurance","2015","1.89","","16.13","56.15","5","3.31"
"SONARBAINS","Insurance","2015","1.89","7.99","16.13","56.15","5","3.31"
"SONARBAINS","Insurance","2014","2.06","","15.82","57.68","6","3.3"
"SONARBAINS","Insurance","2014","2.06","8.83","15.82","57.68","6","3.3"
"SONARBAINS","Insurance","2013","1.77","","15.46","44.39","",""
"SONARBAINS","Insurance","2013","1.77","15.63","15.46","44.39","",""
"SONARBAINS","Insurance","2012","1.88","","14.96","42.03","",""
"SONARBAINS","Insurance","2012","1.88","18.69","14.96","42.03","",""
"SONARBAINS","Insurance","2011","1.72","","13.94","35.03","",""
"SONARBAINS","Insurance","2011","1.72","25.73","13.94","35.03","",""
"SONARBAINS","Insurance","2010","1.66","","13.25","34.29","",""
"SONARBAINS","Insurance","2010","1.66","55.16","13.25","34.29","",""
"SONARBAINS","Insurance","2009","1.41","","12.5","23.21","",""
"SONARBAINS","Insurance","2009","1.41","31.9","12.5","23.21","",""
"SONARBAINS","Insurance","2008","1.16","","11.93","17.46","",""
"SONARBAINS","Insurance","2008","1.16","14.13","11.93","17.46","",""
"SONARBAINS","Insurance","2007","0.17","","10.76","2.56","",""
"SONARBAINS","Insurance","2007","0.17","63.3","10.76","2.56","",""
"SONARBAINS","Insurance","2006","0.71","","11.2","10.64","7","9.33"
"SONARBAINS","Insurance","2006","0.71","10.56","11.2","10.64","7","9.33"
"SONARBAINS","Insurance","2005","0.84","","11.49","12.57","10","13.93"
"SONARBAINS","Insurance","2005","0.84","8.56","11.49","12.57","10","13.93"
"SONARBAINS","Insurance","2004","1.47","","11.62","8.22","",""
"SONARBAINS","Insurance","2003","0.57","","17","3.44","",""
"SONARBAINS","Insurance","2002","0.02","","10.14","0.1","",""
"SONARBAINS","Insurance","2001","0.17","","10.14","1.03","",""
"SONARGAON","Textile","2023","-0.23","","19.04","-6.21","",""
"SONARGAON","Textile","2022","0.33","138.44","11.41","8.83","1","0.22"
"SONARGAON","Textile","2021","-13.35","","11.08","-353.33","",""
"SONARGAON","Textile","2020","-3.72","","24.43","-98.56","",""
"SONARGAON","Textile","2019","0.93","","29.44","24.52","3","0.94"
"SONARGAON","Textile","2018","-0.57","","28.51","-14.98","",""
"SONARGAON","Textile","2017","-1.07","","28.94","-28.26","",""
"SONARGAON","Textile","2016","-1.52","","30.01","-40.12","",""
"SONARGAON","Textile","2015","","","","","",""
"SONARGAON","Textile","2014","-2.17","","31.53","-57.39","",""
"SONARGAON","Textile","2013","-0.81","","33.69","-21.44","",""
"SONARGAON","Textile","2012","0.28","74.07","36.23","7.11","",""
"SONARGAON","Textile","2011","0.79","53.18","41.92","16.52","",""
"SONARGAON","Textile","2010","1.42","100.16","71.52","15.44","",""
"SONARGAON","Textile","2009","1.05","40.77","15.8","10.38","",""
"SONARGAON","Textile","2008","-0.75","","15.3","-7.39","5",""
"SONARGAON","Textile","2007","1.25","7.12","17.04","12.4","10","11.23"
"SONARGAON","Textile","2006","1.16","6.63","16.79","11.47","10","13.03"
"SONARGAON","Textile","2005","1.15","7.93","16.64","11.39","10","10.99"
"SONARGAON","Textile","2004","0.92","13.57","16.49","9.14","10","8"
"SONARGAON","Textile","2003","0.83","10.02","16.32","8.22","7","8.43"
"SONARGAON","Textile","2002","0.78","10.38","16.19","7.7","7","8.7"
"SONARGAON","Textile","2001","1.46","5.85","15.41","14.47","7","8.83"
"SONARGAON","Textile","2000","1.41","5.85","14.66","14","7","8.48"
"SOUTHEAST","Bank","2022","1.42","9.74","24.87","1752.23","6","4.35"
"SOUTHEAST","Bank","2021","1.5","10.33","25.22","1784.3","8","5.16"
"SOUTHEAST","Bank","2020","1.81","6.92","24.98","2148.97","10","8"
"SOUTHEAST","Bank","2019","2.16","6.2","26.29","2508.56","7.5","5.6"
"SOUTHEAST","Bank","2018","2.35","6.65","26.66","2473.19","",""
"SOUTHEAST","Bank","2017","1.27","17.42","28.16","1168.58","",""
"SOUTHEAST","Bank","2016","2.66","7.03","28.93","2434.97","20","10.7"
"SOUTHEAST","Bank","2015","3.35","5.25","29.67","3070.13","15","8.52"
"SOUTHEAST","Bank","2014","4.18","4.64","26.77","3837.24","15","7.73"
"SOUTHEAST","Bank","2013","3.87","4.86","25.11","3376.08","16","8.94"
"SOUTHEAST","Bank","2012","1.89","10.58","22.65","1648.61","15","7.5"
"SOUTHEAST","Bank","2011","2.33","13.56","23.3","1935.35","15","4.98"
"SOUTHEAST","Bank","2010","4.52","15.93","24.74","2763.93","10","1.67"
"SOUTHEAST","Bank","2009","5.46","8.24","33.1","1870.19","",""
"SOUTHEAST","Bank","2008","3.11","8.77","25.8","887.24","15",""
"SOUTHEAST","Bank","2007","5.36","10.69","29.43","1222.97","15","2.62"
"SOUTHEAST","Bank","2006","6.72","4.78","24.75","909.88","20","6.24"
"SOUTHEAST","Bank","2005","4.25","8.45","23.14","374.2","",""
"SOUTHEAST","Bank","2004","4.35","12.87","21.11","294.69","",""
"SOUTHEAST","Bank","2003","4.54","11.51","20.29","256.06","20","3.02"
"SOUTHEAST","Bank","2002","4.8","5.04","17.88","253.56","20","3.83"
"SOUTHEAST","Bank","2001","7.46","3.19","18.22","270.74","30","12.62"
"SOUTHEAST","Bank","2000","5.76","5.71","15.32","172.84","25","7.59"
"SOUTHEASTBANK","Bank","2023","1.66","8.01","24.92","2134.69","6","4.51"
"SOUTHEASTBANK","Bank","2022","1.42","9.74","24.87","1752.23","6","4.35"
"SOUTHEASTBANK","Bank","2021","1.5","10.33","25.22","1784.3","8","5.16"
"SOUTHEASTBANK","Bank","2020","1.81","6.92","24.98","2148.97","10","8"
"SOUTHEASTBANK","Bank","2019","2.16","6.2","26.29","2508.56","7.5","5.6"
"SOUTHEASTBANK","Bank","2018","2.35","6.65","26.66","2473.19","",""
"SOUTHEASTBANK","Bank","2017","1.27","17.42","28.16","1168.58","",""
"SOUTHEASTBANK","Bank","2016","2.66","7.03","28.93","2434.97","20","10.7"
"SOUTHEASTBANK","Bank","2015","3.35","5.25","29.67","3070.13","15","8.52"
"SOUTHEASTBANK","Bank","2014","4.18","4.64","26.77","3837.24","15","7.73"
"SOUTHEASTBANK","Bank","2013","3.87","4.86","25.11","3376.08","16","8.94"
"SOUTHEASTBANK","Bank","2012","1.89","10.58","22.65","1648.61","15","7.5"
"SOUTHEASTBANK","Bank","2011","2.33","13.56","23.3","1935.35","15","4.98"
"SOUTHEASTBANK","Bank","2010","4.52","15.93","24.74","2763.93","10","1.67"
"SOUTHEASTBANK","Bank","2009","5.46","8.24","33.1","1870.19","",""
"SOUTHEASTBANK","Bank","2008","3.11","8.77","25.8","887.24","15",""
"SOUTHEASTBANK","Bank","2007","5.36","10.69","29.43","1222.97","15","2.62"
"SOUTHEASTBANK","Bank","2006","6.72","4.78","24.75","909.88","20","6.24"
"SOUTHEASTBANK","Bank","2005","4.25","8.45","23.14","374.2","",""
"SOUTHEASTBANK","Bank","2004","4.35","12.87","21.11","294.69","",""
"SOUTHEASTBANK","Bank","2003","4.54","11.51","20.29","256.06","20","3.02"
"SOUTHEASTBANK","Bank","2002","4.8","5.04","17.88","253.56","20","3.83"
"SOUTHEASTBANK","Bank","2001","7.46","3.19","18.22","270.74","30","12.62"
"SOUTHEASTBANK","Bank","2000","5.76","5.71","15.32","172.84","25","7.59"
"SP","Ceramics","2023","0.41","105.87","31.37","59.69","3","0.7"
"SP","Ceramics","2022","0.39","131.3","31.53","57.98","3","0.58"
"SP","Ceramics","2021","0.32","81.76","30.63","46.38","2.5","0.97"
"SP","Ceramics","2020","0.21","37.22","29.09","31.59","2","2.5"
"SP","Ceramics","2019","0.43","","29.04","62.71","",""
"SP","Ceramics","2018","0.42","39.88","28.68","61.55","",""
"SP","Ceramics","2017","0.06","","28.37","8.29","",""
"SP","Ceramics","2016","-0.22","","28.09","-32.56","",""
"SP","Ceramics","2014","-0.02","","29.02","-2.34","",""
"SP","Ceramics","2013","-0.08","","30.54","-11.8","",""
"SP","Ceramics","2012","0.71","44.59","35.56","90.29","",""
"SP","Ceramics","2011","1.52","30.98","40.49","168.77","",""
"SP","Ceramics","2010","2.62","48.03","28.27","253.25","",""
"SP","Ceramics","2009","2.05","44.04","29.5","172.37","",""
"SP","Ceramics","2008","2.57","","33.94","179.92","10",""
"SP","Ceramics","2007","1.97","","15.66","130.23","",""
"SP","Ceramics","2006","1.79","","15.21","118.38","",""
"SP","Ceramics","2005","2.06","","14.16","136.11","",""
"SP","Ceramics","2004","0.9","","10.37","59.53","",""
"SP","Ceramics","2003","0.16","","6.55","10.38","",""
"SPCL","Power&Fuel","2020","4.47","16.12","34.94","760.38","28","3.89"
"SPCL","Power&Fuel","2019","4.32","19.46","33.88","715.99","28","3.33"
"SPCL","Power&Fuel","2018","4.1","20.04","32.95","660.44","25","3.04"
"SPCL","Power&Fuel","2017","6.28","22.99","34.49","886.38","16","1.11"
"SPCL","Power&Fuel","2016","5.14","27.51","32.06","705.4","30","2.12"
"SPCL","Power&Fuel","2015","7.2","20.88","30.6","958.92","28","1.86"
"SPCL","Power&Fuel","2014","4.13","","28.17","470.92","25",""
"SPCL","Power&Fuel","2013","2.32","","25.72","252.14","",""
"SPCL","Power&Fuel","2012","2.6","","25.54","273.33","",""
"SPCL","Power&Fuel","2011","2.88","","21.99","286.23","",""
"SPPCL","Power&Fuel","2015","5.23","10.55","32.22","795.45","25","4.53"
"SPPCL","Power&Fuel","2014","4.78","10.44","29.48","726.34","25","5.01"
"SPPCL","Power&Fuel","2013","5.33","12.97","28.18","722.61","10","1.62"
"SPPCL","Power&Fuel","2012","6.17","","26.55","470.68","",""
"SPPCL","Power&Fuel","2011","5.18","","20.38","395.27","",""
"SPPCL","Power&Fuel","2010","4.74","","34.08","314.38","",""
"SPPCL","Power&Fuel","2009","2.04","","15.23","117.89","",""
"SQUARETEX","Textile","2020","0.27","107.26","36.29","53.33","10","3.45"
"SQUARETEX","Textile","2019","2.18","20.95","38.02","430.36","20","4.38"
"SQUARETEX","Textile","2018","2.43","20.84","39.63","457.06","20","3.94"
"SQUARETEX","Textile","2017","2.3","29.44","41.05","411.39","20","2.95"
"SQUARETEX","Textile","2016","7.02","10.09","45.13","1141.85","25","3.53"
"SQUARETEX","Textile","2015","","","","","","25"
"SQUARETEX","Textile","2014","5.45","18.38","43.92","805.42","20","2.2"
"SQUARETEX","Textile","2013","6.23","15.97","44.32","836.89","20","2.21"
"SQUARETEX","Textile","2012","7.09","16.67","44.93","828.99","18","1.75"
"SQUARETEX","Textile","2011","8.47","16.1","47.01","824.83","16","1.41"
"SQUARETEX","Textile","2010","8.79","28.66","48.54","713.16","16","0.76"
"SQUARETEX","Textile","2009","5","25.61","47.41","353.46","16","1.44"
"SQUARETEX","Textile","2008","6.89","23.85","52.69","346.24","18","1.54"
"SQUARETEX","Textile","2007","8.94","14.25","53.23","352.45","25","1.96"
"SQUARETEX","Textile","2006","10.17","7.36","53.15","348.83","30","4"
"SQUARETEX","Textile","2005","8.38","7.67","50.91","255.49","30","4.67"
"SQUARETEX","Textile","2004","7.17","13.37","49.7","198.69","30","3.13"
"SQUARETEX","Textile","2003","6.67","11.54","45.44","167.89","30","3.9"
"SQUARETEX","Textile","2002","3.23","13.33","45.52","81.45","32","7.42"
"SQUARETEX","Textile","2001","6.94","3.88","42.28","174.72","30","11.15"
"SQUARETEXT","Textile","2023","5.81","11.63","48.93","1145.28","30","4.44"
"SQUARETEXT","Textile","2022","9.93","4.78","46.62","1958.56","35","7.37"
"SQUARETEXT","Textile","2021","3.41","13.95","38.69","671.86","20","4.21"
"SQUARETEXT","Textile","2020","0.27","107.26","36.29","53.33","10","3.45"
"SQUARETEXT","Textile","2019","2.18","20.95","38.02","430.36","20","4.38"
"SQUARETEXT","Textile","2018","2.43","20.84","39.63","457.06","20","3.94"
"SQUARETEXT","Textile","2017","2.3","29.44","41.05","411.39","20","2.95"
"SQUARETEXT","Textile","2016","7.02","10.09","45.13","1141.85","25","3.53"
"SQUARETEXT","Textile","2015","","","","","","25"
"SQUARETEXT","Textile","2014","5.45","18.38","43.92","805.42","20","2.2"
"SQUARETEXT","Textile","2013","6.23","15.97","44.32","836.89","20","2.21"
"SQUARETEXT","Textile","2012","7.09","16.67","44.93","828.99","18","1.75"
"SQUARETEXT","Textile","2011","8.47","16.1","47.01","824.83","16","1.41"
"SQUARETEXT","Textile","2010","8.79","28.66","48.54","713.16","16","0.76"
"SQUARETEXT","Textile","2009","5","25.61","47.41","353.46","16","1.44"
"SQUARETEXT","Textile","2008","6.89","23.85","52.69","346.24","18","1.54"
"SQUARETEXT","Textile","2007","8.94","14.25","53.23","352.45","25","1.96"
"SQUARETEXT","Textile","2006","10.17","7.36","53.15","348.83","30","4"
"SQUARETEXT","Textile","2005","8.38","7.67","50.91","255.49","30","4.67"
"SQUARETEXT","Textile","2004","7.17","13.37","49.7","198.69","30","3.13"
"SQUARETEXT","Textile","2003","6.67","11.54","45.44","167.89","30","3.9"
"SQUARETEXT","Textile","2002","3.23","13.33","45.52","81.45","32","7.42"
"SQUARETEXT","Textile","2001","6.94","3.88","42.28","174.72","30","11.15"
"SQURPHARMA","Pharmaceuticals&Chemicals","2023","21.41","9.8","129.95","18980.14","105","5"
"SQURPHARMA","Pharmaceuticals&Chemicals","2022","20.51","10.57","116.7","18176.74","100","4.61"
"SQURPHARMA","Pharmaceuticals&Chemicals","2021","17.99","11.98","102.54","15947.45","60","2.78"
"SQURPHARMA","Pharmaceuticals&Chemicals","2020","15.82","10.91","91.57","13354.41","47","2.72"
"SQURPHARMA","Pharmaceuticals&Chemicals","2019","16.03","16.49","86.03","12645.72","42","1.59"
"SQURPHARMA","Pharmaceuticals&Chemicals","2018","15.72","18.64","78.41","11593.96","36","1.23"
"SQURPHARMA","Pharmaceuticals&Chemicals","2017","15.51","18.71","71.47","10637.22","35","1.21"
"SQURPHARMA","Pharmaceuticals&Chemicals","2016","17.18","15.47","65.04","10715.86","40","0.38"
"SQURPHARMA","Pharmaceuticals&Chemicals","2015","10.8","24.36","56.09","5983.81","30","1.14"
"SQURPHARMA","Pharmaceuticals&Chemicals","2014","10.26","29.93","55.48","4944.55","30","1.12"
"SQURPHARMA","Pharmaceuticals&Chemicals","2013","11.13","20.86","60.33","4127.79","25","1.4"
"SQURPHARMA","Pharmaceuticals&Chemicals","2012","13.66","24.31","72.2","3618.57","25","1.05"
"SQURPHARMA","Pharmaceuticals&Chemicals","2011","16.6","26.6","81.37","3257.48","30","0.92"
"SQURPHARMA","Pharmaceuticals&Chemicals","2010","16.55","28.13","85.75","2497.12","35","0.98"
"SQURPHARMA","Pharmaceuticals&Chemicals","2009","17.05","23.44","90.51","2058.38","40","1.36"
"SQURPHARMA","Pharmaceuticals&Chemicals","2008","","35.9","","1381.86","40","0.97"
"SQURPHARMA","Pharmaceuticals&Chemicals","2007","21.86","11.2","128.01","1303.24","50","2.04"
"SQURPHARMA","Pharmaceuticals&Chemicals","2006","23.47","9.32","128.87","1165.86","75","3.43"
"SQURPHARMA","Pharmaceuticals&Chemicals","2005","29.07","10.97","130.41","1255.85","77","2.42"
"SQURPHARMA","Pharmaceuticals&Chemicals","2004","26.95","16.45","129.5","970.04","70","1.58"
"SQURPHARMA","Pharmaceuticals&Chemicals","2003","25.5","7.14","108.64","764.88","70","3.85"
"SQURPHARMA","Pharmaceuticals&Chemicals","2002","30.38","4.09","110.79","759.45","75","6.04"
"SQURPHARMA","Pharmaceuticals&Chemicals","2001","22.95","5.52","103.07","573.68","70","7.5"
"SQURPHARMA","Pharmaceuticals&Chemicals","2000","16.73","8.33","87.12","418.25","65","4.67"
"SSSTEEL","Engineering","2023","0.05","310.1","21.5","17.59","2","1.2"
"SSSTEEL","Engineering","2022","1.87","9.54","21.41","612.96","2","1.12"
"SSSTEEL","Engineering","2021","2.31","8.61","23.58","703.21","2","1.01"
"SSSTEEL","Engineering","2020","1.55","6.65","17.48","436.29","2","1.94"
"SSSTEEL","Engineering","2019","2.21","12.11","18.33","519.16","",""
"SSSTEEL","Engineering","2018","1.39","","16.91","305.93","",""
"SSSTEEL","Engineering","2017","1.2","","15.52","265.02","",""
"STAN","Ceramics","2023","-19.03","","-14.82","-122.97","",""
"STAN","Ceramics","2022","-2.99","","6.66","-19.32","",""
"STAN","Ceramics","2021","0.24","859.13","9.72","1.52","1","0.05"
"STAN","Ceramics","2020","-6.32","","9.56","-40.82","1","0.03"
"STAN","Ceramics","2019","1.56","158.86","16.37","10.05","5","0.2"
"STAN","Ceramics","2018","1.58","111.13","14.96","10.19","2","0.11"
"STAN","Ceramics","2017","-0.39","","13.51","-2.53","",""
"STAN","Ceramics","2016","1.06","42.74","14.9","6.87","10","2.21"
"STAN","Ceramics","2015","1.5","25.47","14.36","9.69","10","2.62"
"STAN","Ceramics","2014","0.62","77.58","15.82","4.03","10","2.08"
"STAN","Ceramics","2013","1.12","28.48","15.49","7.22","10","3.13"
"STAN","Ceramics","2012","1.07","28.04","15.97","6.91","10","3.33"
"STAN","Ceramics","2011","0.62","76.29","15.4","4.01","5","1.06"
"STAN","Ceramics","2010","0.51","70.85","16.27","3.15","",""
"STAN","Ceramics","2009","-0.51","","16.05","-3","",""
"STAN","Ceramics","2008","-1.19","","17.56","-6.96","5","3.31"
"STAN","Ceramics","2007","0.76","10.85","18.75","4.44","10","12.15"
"STAN","Ceramics","2006","1.03","7.4","18.61","6.04","10","13"
"STAN","Ceramics","2005","0.58","18.9","20.95","3.41","7.5","6.82"
"STAN","Ceramics","2004","0.91","15.88","20.64","5.36","10","6.88"
"STAN","Ceramics","2003","1.03","13.22","18.05","6.04","10","0.8"
"STAN","Ceramics","2002","0.14","74.43","18.02","0.8","5","4.95"
"STANDARDCHARTERED","Bank","2022","1.06","8.33","16.67","1121.8","2.5","2.84"
"STANDARDCHARTERED","Bank","2021","0.77","13.41","16.73","791.73","3","2.91"
"STANDARDCHARTERED","Bank","2020","1.08","7.72","16.67","1082.06","2.5","3.01"
"STANDARDCHARTERED","Bank","2019","1.57","5.67","16.96","1504.43","5","5.62"
"STANDARDCHARTERED","Bank","2018","1.44","7.56","17.01","1255.55","",""
"STANDARDCHARTERED","Bank","2017","1.56","9.97","16.94","1238.45","",""
"STANDARDCHARTERED","Bank","2016","1.44","8.26","16.67","1088.2","5","4.2"
"STANDARDCHARTERED","Bank","2015","2.43","3.79","17.5","1596.43","",""
"STANDARDCHARTERED","Bank","2014","2.13","6.86","17.34","1213.4","",""
"STANDARDCHARTERED","Bank","2013","1.77","8.36","16.29","1010.98","10","6.76"
"STANDARDCHARTERED","Bank","2012","2.73","8.24","16.86","1331.25","",""
"STANDARDCHARTERED","Bank","2011","3.19","11.35","16.92","1296.51","",""
"STANDARDCHARTERED","Bank","2010","4.32","19.16","17.73","1369.07","",""
"STANDARDCHARTERED","Bank","2009","2.89","13.79","15.97","764.25","",""
"STANDARDCHARTERED","Bank","2008","2.98","9.15","15.55","657","",""
"STANDARDCHARTERED","Bank","2007","1.76","21.47","","346.69","",""
"STANDARDCHARTERED","Bank","2006","3.22","8.94","18.14","351.93","",""
"STANDARDCHARTERED","Bank","2005","3.43","6.52","17.51","312.36","",""
"STANDARDCHARTERED","Bank","2004","3.2","10.66","16.49","242.96","",""
"STANDARDCHARTERED","Bank","2003","2.3","9.44","14.43","151.91","",""
"STANDARINS","Insurance","2023","2.11","26.25","20.89","91.35","10","1.8"
"STANDARINS","Insurance","2022","2.35","20.43","20.77","101.73","13","2.71"
"STANDARINS","Insurance","2021","2.29","33.24","19.84","99.26","13","1.71"
"STANDARINS","Insurance","2020","2.07","20.24","19.09","89.64","12.5","2.98"
"STANDARINS","Insurance","2019","1.88","19.65","18.02","","10",""
"STANDARINS","Insurance","2019","1.88","19.65","18.02","81.54","10","2.7"
"STANDARINS","Insurance","2018","2.01","18.47","17.75","","",""
"STANDARINS","Insurance","2018","2.01","18.47","17.75","79.26","",""
"STANDARINS","Insurance","2017","1.62","18.13","17.31","","",""
"STANDARINS","Insurance","2017","1.62","18.13","17.31","57.82","",""
"STANDARINS","Insurance","2016","0.98","18.78","17.26","","",""
"STANDARINS","Insurance","2016","0.98","18.78","17.26","31.9","",""
"STANDARINS","Insurance","2015","2.59","5.06","17.91","","",""
"STANDARINS","Insurance","2015","2.59","5.06","17.91","76.65","",""
"STANDARINS","Insurance","2014","2.66","9.74","17.15","","",""
"STANDARINS","Insurance","2014","2.66","9.74","17.15","65.95","",""
"STANDARINS","Insurance","2013","3.05","15.94","16.86","","",""
"STANDARINS","Insurance","2013","3.05","15.94","16.86","65.67","",""
"STANDARINS","Insurance","2012","2.84","17.37","16.09","","",""
"STANDARINS","Insurance","2012","2.84","17.37","16.09","56.8","",""
"STANDARINS","Insurance","2011","1.88","24.97","14.57","","",""
"STANDARINS","Insurance","2011","1.88","24.97","14.57","34.09","",""
"STANDARINS","Insurance","2010","1.86","47.49","12.96","","",""
"STANDARINS","Insurance","2010","1.86","47.49","12.96","30.72","",""
"STANDARINS","Insurance","2009","1.47","35.33","12.32","","",""
"STANDARINS","Insurance","2009","1.47","35.33","12.32","22.05","",""
"STANDARINS","Insurance","2008","1.28","12.14","11.85","","5",""
"STANDARINS","Insurance","2008","1.28","12.14","11.85","19.16","5","3.22"
"STANDARINS","Insurance","2007","1.95","","12.67","","",""
"STANDARINS","Insurance","2007","1.95","","12.67","11.71","",""
"STANDARINS","Insurance","2006","1","","10.72","","",""
"STANDARINS","Insurance","2006","1","","10.72","6.01","",""
"STANDARINS","Insurance","2005","0.33","","10.25","","",""
"STANDARINS","Insurance","2005","0.33","","10.25","2","",""
"STANDARINS","Insurance","2004","0.31","","9.64","","",""
"STANDARINS","Insurance","2004","0.31","","9.64","1.87","",""
"STANDARINS","Insurance","2003","0.08","","9.07","","",""
"STANDARINS","Insurance","2003","0.08","","9.07","0.47","",""
"STANDBANKL","Bank","2023","1.27","6.77","16.93","1382.55","2.5","2.9"
"STANDBANKL","Bank","2022","1.06","8.33","16.67","1121.8","2.5","2.84"
"STANDBANKL","Bank","2021","0.77","13.41","16.73","791.73","3","2.91"
"STANDBANKL","Bank","2020","1.08","7.72","16.67","1082.06","2.5","3.01"
"STANDBANKL","Bank","2019","1.57","5.67","16.96","1504.43","5","5.62"
"STANDBANKL","Bank","2018","1.44","7.56","17.01","1255.55","",""
"STANDBANKL","Bank","2017","1.56","9.97","16.94","1238.45","",""
"STANDBANKL","Bank","2016","1.44","8.26","16.67","1088.2","5","4.2"
"STANDBANKL","Bank","2015","2.43","3.79","17.5","1596.43","",""
"STANDBANKL","Bank","2014","2.13","6.86","17.34","1213.4","",""
"STANDBANKL","Bank","2013","1.77","8.36","16.29","1010.98","10","6.76"
"STANDBANKL","Bank","2012","2.73","8.24","16.86","1331.25","",""
"STANDBANKL","Bank","2011","3.19","11.35","16.92","1296.51","",""
"STANDBANKL","Bank","2010","4.32","19.16","17.73","1369.07","",""
"STANDBANKL","Bank","2009","2.89","13.79","15.97","764.25","",""
"STANDBANKL","Bank","2008","2.98","9.15","15.55","657","",""
"STANDBANKL","Bank","2007","1.76","21.47","","346.69","",""
"STANDBANKL","Bank","2006","3.22","8.94","18.14","351.93","",""
"STANDBANKL","Bank","2005","3.43","6.52","17.51","312.36","",""
"STANDBANKL","Bank","2004","3.2","10.66","16.49","242.96","",""
"STANDBANKL","Bank","2003","2.3","9.44","14.43","151.91","",""
"STANDBANKL","Bank","2002","3.25","","14.26","64.93","",""
"STANDBANKL","Bank","2001","1.57","","11","31.39","",""
"STANDBANKL","Bank","2000","1.16","","10.63","23.27","",""
"STYLECRAFT","Textile","2023","-4.87","","12.08","-67.56","1","0.1"
"STYLECRAFT","Textile","2022","-5.11","","17.07","-70.99","2","0.19"
"STYLECRAFT","Textile","2021","-0.93","","22.18","-12.9","",""
"STYLECRAFT","Textile","2020","0.53","275.99","26.96","6.69","",""
"STYLECRAFT","Textile","2020","0.53","275.99","26.96","6.69","10",""
"STYLECRAFT","Textile","2019","7.74","85.29","66.07","39.1","",""
"STYLECRAFT","Textile","2018","36.16","69.6","317.93","35.8","",""
"STYLECRAFT","Textile","2017","52.47","24.95","508.04","28.86","10","0.08"
"STYLECRAFT","Textile","2016","95.42","11.74","462.95","52.48","75","0.67"
"STYLECRAFT","Textile","2015","65.57","13.89","372.66","34.42","60","0.69"
"STYLECRAFT","Textile","2014","26.16","39.28","314.96","14.39","50","0.49"
"STYLECRAFT","Textile","2013","19.79","31.08","287.33","10.89","45","0.73"
"STYLECRAFT","Textile","2012","34.04","18.95","272.04","18.72","50","0.78"
"STYLECRAFT","Textile","2011","26.98","22.86","243","14.84","50","0.81"
"STYLECRAFT","Textile","2010","13.36","28.06","224.1","7.35","30","0.8"
"STYLECRAFT","Textile","2009","10.7","17.51","213.74","5.88","30","1.6"
"STYLECRAFT","Textile","2008","8.25","23.12","206.04","4.54","30","1.57"
"STYLECRAFT","Textile","2007","7.26","13.56","200.79","3.99","25","2.54"
"STYLECRAFT","Textile","2006","10.34","10.84","198.38","5.69","25","2.23"
"STYLECRAFT","Textile","2005","7.34","19.2","190.54","4.04","25","1.77"
"STYLECRAFT","Textile","2004","13.28","10.54","186.05","7.3","40","2.86"
"STYLECRAFT","Textile","2003","22.95","3.35","178.65","12.62","40","5.21"
"STYLECRAFT","Textile","2002","23.82","2.71","159.7","13.1","40","6.2"
"STYLECRAFT","Textile","2001","23.45","2.03","140.46","12.9","25","5.25"
"STYLECRAFT","Textile","2000","23.1","2.49","121.55","12.7","25","4.35"
"SUMITPW","Power&Fuel","2020","5.17","6.78","31.5","5525.4","35","9.97"
"SUMITPW","Power&Fuel","2019","4.78","8.72","32.4","5104.8","35","8.39"
"SUMITPW","Power&Fuel","2018","4.4","8.62","31.26","4696.08","30","7.92"
"SUMITPW","Power&Fuel","2017","3.76","10.86","29.02","4011.92","",""
"SUMITPW","Power&Fuel","2015","3.76","10.56","28.73","4240.87","12","3.02"
"SUMITPW","Power&Fuel","2014","3.26","14.24","26.43","2219.99","10","2.61"
"SUMITPW","Power&Fuel","2013","3.69","11.96","23.46","2184.86","",""
"SUMITPW","Power&Fuel","2012","3.8","16.81","23.09","1873.47","",""
"SUMITPW","Power&Fuel","2011","6.37","14.62","25.95","2511.15","",""
"SUMITPW","Power&Fuel","2010","4","45.49","27.97","1144.58","",""
"SUMITPW","Power&Fuel","2009","3.14","48.04","19.57","700.82","",""
"SUMITPW","Power&Fuel","2008","2.57","46.69","19.72","460.21","",""
"SUMITPW","Power&Fuel","2007","3.09","46.65","18.46","265.15","",""
"SUMITPW","Power&Fuel","2006","2.57","20.64","16.15","175.1","",""
"SUMITPW","Power&Fuel","2005","3.73","9.46","15.07","174.21","10","2.83"
"SUMITPW","Power&Fuel","2004","3.93","9.04","15.84","137.61","",""
